name,platform
Harvest Moon DS: Sunshine Islands, DS
Darksiders Genesis, PlayStation 4
Trauma Center: New Blood, Wii
The Pathless, PlayStation 4
LEGO Indiana Jones: The Original Adventures, PlayStation 3
The World Ends with You: Final Remix, Switch
Mercury Meltdown Revolution, Wii
de Blob 2, Xbox 360
Star Renegades, PC
Moving Out, Switch
Peggle 2, Xbox One
Attack of the Friday Monsters! A Tokyo Tale, 3DS
Men of War: Red Tide, PC
Dead to Rights, GameCube
MLB 07: The Show, PlayStation 3
GNOG, PlayStation 4
Dragon Ball Z: Budokai 3, PlayStation 2
Full House Poker, Xbox 360
Warriors Orochi 3 Ultimate, PlayStation 4
When The Past Was Around, PC
The Book of Unwritten Tales 2, Switch
Mothergunship, Xbox One
Dark Train, PC
The Legend of Heroes: Trails of Cold Steel, PlayStation Vita
Transformers: Fall of Cybertron, PlayStation 3
Sniper Elite, Xbox
Dragon Quest Monsters: Joker 2, DS
Football Manager Touch 2018, Switch
Mantis Burn Racing, Switch
Battlefield 2142: Northern Strike, PC
Brain Age: Train Your Brain in Minutes a Day!, DS
Tiny Metal: Full Metal Rumble, Switch
Darksiders: Warmastered Edition, Switch
Skylanders: Spyro's Adventure, PlayStation 3
Cleopatra: Queen of the Nile, PC
Ace Combat: Assault Horizon, PlayStation 3
Space Invaders: Invincible Collection, Switch
MotoGP 21, Xbox Series X
Full Throttle Remastered, PC
New Super Luigi U, Wii U
Life is Strange: Before the Storm, PC
FIFA Street, Xbox 360
Awesomenauts, Xbox 360
Final Fantasy Crystal Chronicles: Ring of Fates, DS
3D Dot Game Heroes, PlayStation 3
Do Not Feed the Monkeys, Switch
Control: The Foundation, PC
The Shapeshifting Detective, Xbox One
The Darkside Detective, PC
Embers of Mirrim, Xbox One
Aaero, PlayStation 4
Game of Thrones: Episode Four - Sons of Winter, PC
Tetrobot and Co., Wii U
DG2: Defense Grid 2, PlayStation 4
NCAA Football 14, PlayStation 3
Tiger Woods PGA Tour 13, Xbox 360
Pool Paradise, PlayStation 2
Need for Speed Underground, Game Boy Advance
The Lord of the Rings: The Return of the King, Game Boy Advance
Sonic Pinball Party, Game Boy Advance
MLB Slugfest 20-03, PlayStation 2
Super Bust-A-Move, Game Boy Advance
ESPN MLS ExtraTime, PlayStation 2
Insanely Twisted Shadow Planet, Xbox 360
The Disney Afternoon Collection, PlayStation 4
Madden NFL 07, PlayStation 3
Tropico 5, PlayStation 4
Bravely Default II, Switch
Worms 2: Armageddon, PlayStation 3
Crysis 3, Xbox 360
Tormented Souls, PC
New Super Lucky's Tale, Switch
Blasters of the Universe, PlayStation 4
Toki Tori 2 +, PC
Left 4 Dead: Crash Course, Xbox 360
Blitz: The League, PlayStation 2
Worms W.M.D, PC
From Dust, PC
Rugby 06, Xbox
The Banner Saga, Xbox One
D4: Dark Dreams Don't Die, Xbox One
Sniper Elite, PlayStation 2
Batman: The Enemy Within - Episode 1: The Enigma, PC
Q.U.B.E. 2, PC
Kingdom Hearts HD 2.8 Final Chapter Prologue, PlayStation 4
Ys VI: The Ark of Napishtim, PC
War Thunder, PlayStation 4
Destiny, PlayStation 4
Knytt Underground, Wii U
Pro Evolution Soccer 2008, Xbox 360
WWE 2K19, PlayStation 4
Bonkies, PlayStation 4
Unto The End, PlayStation 4
DOOM 64, Switch
Disgaea 1 Complete, Switch
Batman: The Telltale Series - Episode 5: City of Light, Xbox One
Skullgirls: 2nd Encore, PlayStation Vita
Mechanic Master, DS
Yu-Gi-Oh! World Championship 2007, DS
Transformers: War for Cybertron, Xbox 360
LawBreakers, PC
Operation Flashpoint: Dragon Rising, PlayStation 3
LEGO Harry Potter: Years 5-7, PlayStation 3
One Piece: Pirate Warriors 4, Xbox One
BlazBlue: Cross Tag Battle, PlayStation 4
Renegade Ops, PC
Super Monkey Ball: Banana Mania, Switch
Green Day: Rock Band, Wii
MotoGP 19, PlayStation 4
Pode, PlayStation 4
Kerbal Space Program: Making History, PC
Dragon Quest Heroes II, PlayStation 4
LEGO Indiana Jones: The Original Adventures, PSP
Trainz Railroad Simulator 2004, PC
Trevor Chan's Restaurant Empire, PC
MLB Slugfest 20-04, GameCube
Tom Clancy's Rainbow Six: Rogue Spear, Game Boy Advance
NBA Inside Drive 2002, Xbox
TransWorld Surf, Xbox
Patrician II: Quest for Power, PC
MX 2002 Featuring Ricky Carmichael, PlayStation 2
Tony Hawk's American Wasteland, GameCube
Puyo Pop Fever, DS
Tacoma, PC
Call of Duty: Black Ops Cold War, Xbox Series X
Rayman Raving Rabbids, Wii
Carrion, Switch
Gatling Gears, PlayStation 3
Guwange, Xbox 360
The Big Con, PC
Singularity, PC
MotoGP 20, PlayStation 4
Battlestations: Midway, PC
Trials of Mana, PlayStation 4
The Council - Episode 2: Hide and Seek, Xbox One
Nihilumbra, Wii U
Mortal Kombat X, PC
Strider, Xbox 360
SteamWorld Dig, PC
FlatOut 2, PC
Persona 4: Dancing All Night, PlayStation Vita
Q.U.B.E. Director's Cut, PlayStation 4
NCAA Football 13, Xbox 360
Spec Ops: The Line, Xbox 360
Journey of the Broken Circle, Switch
The Long Dark, Switch
For the King, Switch
The LEGO NINJAGO Movie Video Game, Xbox One
The Bridge, Xbox 360
Madden NFL 08, Wii
Tom Clancy's Ghost Recon Advanced Warfighter 2, PC
Samurai Shodown, PC
Torment: Tides of Numenera, PlayStation 4
Forza Horizon: Rally Expansion Pack, Xbox 360
Call of Duty 2: Big Red One, GameCube
Karaoke Revolution Volume 2, PlayStation 2
DOOM Eternal: The Ancient Gods Part One, PlayStation 4
Call of Duty: Black Ops Cold War, PC
Roki, PC
inbento, Switch
Cosmic Star Heroine, PlayStation 4
Polaris Sector, PC
The Aquatic Adventure of the Last Human, PC
Dishonored: Definitive Edition, Xbox One
Apotheon, PlayStation 4
Heroes of Newerth, PC
R.U.S.E., PlayStation 3
PGA Tour 2K21, PlayStation 4
Toki Tori 2, Wii U
Frozen Synapse 2, PC
Quantum Conundrum, Xbox 360
Wizard of Legend, Switch
Dokuro, PlayStation Vita
Inmost, PC
Heroes of the Pacific, Xbox
ScourgeBringer, PC
Secret World Legends, PC
Hot Wheels Unleashed, PlayStation 5
Airborne Kingdom, PC
NCAA March Madness 06, Xbox
Severed Steel, PC
Ghostrunner, PlayStation 4
Total War: WARHAMMER - Realm of the Wood Elves, PC
Chariot, PlayStation 4
R-Type Dimensions, Xbox 360
Pool Paradise, GameCube
CT Special Forces 2: Back in the Trenches, Game Boy Advance
Vegas Tycoon, PC
WWE WrestleMania XIX, GameCube
Disney's Extreme Skate Adventure, GameCube
MLB Slugfest 20-04, Xbox
Spider-Man: The Movie, GameCube
Blood Omen 2, Xbox
Knockout Kings 2002, PlayStation 2
Mega Man X5, PlayStation
Tomb Raider III, PlayStation
Endless Ocean: Blue World, Wii
NBA 2K22, Xbox Series X
Saints Row: The Third Remastered, Xbox One
Half-Minute Hero: Super Mega Neo Climax, Xbox 360
Guilty Gear XX Accent Core Plus, Wii
Mario vs. Donkey Kong 2: March of the Minis, DS
Q.U.B.E. 2, PlayStation 4
Star Wars: Battlefront (2004), PC
In Sound Mind, Xbox Series X
Unravel Two, PC
2064: Read Only Memories, PlayStation 4
Shadows of the Damned, Xbox 360
Droplitz, PlayStation 3
Resonance, PC
SingStar Legends, PlayStation 2
LEGO Builder's Journey, Switch
Dance Dance Revolution Extreme 2, PlayStation 2
The Sims 2: Pets, PC
Green Hell, PlayStation 4
Puyo Puyo Tetris 2, PlayStation 5
Deliver Us The Moon, Xbox One
Hob: The Definitive Edition, Switch
Operencia: The Stolen Sun, PC
She Remembered Caterpillars, Switch
NBA 2K19, PC
Last Day of June, Switch
de Blob 2, Xbox One
The Elder Scrolls Online: Morrowind, Xbox One
Old Man's Journey, PC
GoD Factory: Wingmen, PC
Escape Goat 2, PC
Saints Row IV, PlayStation 3
Shift Extended, PSP
Plain Sight, PC
Silent Hill 4: The Room, Xbox
Street Fighter II' Hyper Fighting, Xbox 360
Band Hero, Xbox 360
Spider-Man: The Movie, PlayStation 2
Geometry Wars: Retro Evolved, PC
Pokemon Art Academy, 3DS
Green Day: Rock Band, PlayStation 3
Call of Cthulhu: Dark Corners of the Earth, PC
LEGO Star Wars III: The Clone Wars, PC
Tony Hawk's Downhill Jam, DS
Crysis 3, PC
The Disney Afternoon Collection, Xbox One
Tethered, PlayStation 4
Imperator: Rome, PC
Pacific Fighters, PC
Save me Mr Tako: Definitive Edition, Switch
Tropico 6, PlayStation 4
Hob, PC
Master X Master, PC
Chime Sharp, PlayStation 4
Suikoden Tierkreis, DS
Disney's Extreme Skate Adventure, Xbox
Devil May Cry 4: Special Edition, Xbox One
Total War: Rome II, PC
Solatorobo: Red the Hunter, DS
Wolfenstein: The Old Blood, PC
Bone: The Great Cow Race, PC
Sniper Elite VR, PlayStation 4
Strider, Xbox One
WRC 8 FIA World Rally Championship, Xbox One
Dead or Alive 5, Xbox 360
Knights in the Nightmare, DS
Mortal Shell, PC
Aion, PC
Bloodroots, PC
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running, PC
10 Second Ninja X, PlayStation 4
Major League Baseball 2K10, Xbox 360
Pirates of the Burning Sea, PC
Tales of Phantasia, Game Boy Advance
Cake Bash, PlayStation 4
The Bigs 2, Xbox 360
Truberbrook, Xbox One
Grand Kingdom, PlayStation Vita
Luckslinger, PC
LEGO Harry Potter: Years 5-7, Wii
Heroes of the Pacific, PC
Dead or Alive 6, Xbox One
Gradius Collection, PSP
WRC 10, PlayStation 5
Creature in the Well, Switch
SoulCalibur II HD Online, Xbox 360
Brothers in Arms: Hell's Highway, PlayStation 3
Peggle Nights, PC
Call of Juarez: Gunslinger, Xbox 360
Obduction, PC
WarioWare: Get It Together!, Switch
Trigger Witch, PlayStation 4
Ratchet & Clank: Into the Nexus, PlayStation 3
.hack//Mutation Part 2, PlayStation 2
Second Sight, PlayStation 2
For Honor, PC
Golf Club: Wasteland, PlayStation 4
Final Fantasy II Pixel Remaster, PC
Beautiful Desolation, PC
ToeJam & Earl: Back in the Groove, PC
Race the Sun, PlayStation 4
Operation Flashpoint: Dragon Rising, PC
RIDE 4, PC
Transport Fever 2, PC
Blazing Chrome, PlayStation 4
MySims Kingdom, Wii
Lock On: Modern Air Combat, PC
Mat Hoffman's Pro BMX 2, PlayStation 2
TransWorld Surf, PlayStation 2
Monster Rancher Advance, Game Boy Advance
High Heat Major League Baseball 2002, PC
Triple Play Baseball, PlayStation
The Devil Inside, PC
LEGO Batman: The Videogame, Xbox 360
SaGa: Scarlet Grace - Ambitions, PlayStation 4
Atelier Ayesha Plus: The Alchemist of Dusk, PlayStation Vita
The Fall, PC
Trover Saves the Universe, PlayStation 4
Lego Star Wars, Xbox
ISLANDERS: Console Edition, Switch
Super Chariot, Switch
Ketzal's Corridors, 3DS
Antipole, DS
Elemental Gearbolt, PlayStation
Riviera: The Promised Land, Game Boy Advance
Axiom Verge 2, Switch
Aegis Defenders, PC
JumpJet Rex, PC
Mutazione, PlayStation 4
Friday the 13th: Killer Puzzle, Switch
Life is Strange: Episode 4 - Dark Room, PC
Clustertruck, PC
Contra ReBirth, Wii
FIFA World Cup: Germany 2006, GameCube
Harvest Moon: Animal Parade, Wii
Ratchet & Clank Future: Quest for Booty, PlayStation 3
L.A. Noire, PlayStation 4
Resident Evil 5: Desperate Escape, Xbox 360
Scarface: The World Is Yours, Xbox
Call of Duty: Modern Warfare - Reflex Edition, Wii
Persona 5 Strikers, PC
Mafia: Definitive Edition, PlayStation 4
Call of Duty: Black Ops II - Uprising, Xbox 360
Miasmata, PC
Madden NFL 20, PlayStation 4
Burnout Dominator, PlayStation 2
Gun, PC
Puzzle Quest: Galactrix, Xbox 360
Multiwinia: Survival of the Flattest, PC
The Beginner's Guide, PC
Pokken Tournament, Wii U
Super Monkey Ball: Banana Mania, Xbox Series X
Eldest Souls, PC
The Outer Worlds: Murder on Eridanos, PC
TENS!, Switch
Noita, PC
Minoria, PlayStation 4
Brigandine: The Legend of Runersia, Switch
The Surge 2, PC
Old School Musical, Switch
Crash Bandicoot N. Sane Trilogy, PC
The Elder Scrolls Online: Summerset, PlayStation 4
Masters of Anima, Switch
Wulverblade, PlayStation 4
Syberia, Switch
Chaos;Child, PlayStation 4
Piczle Lines DX, Switch
The Long Dark, Xbox One
Battlefield 1: They Shall Not Pass, PC
ACA NeoGeo: Metal Slug 3, Switch
Call of Duty: Infinite Warfare - Sabotage, PlayStation 4
Werewolves Within, PlayStation 4
Trackmania Turbo, Xbox One
Far Cry 4: Valley of the Yetis, Xbox One
Castle In The Darkness, PC
Assassin's Creed IV: Black Flag - Freedom Cry, Xbox One
BioShock Infinite: Burial at Sea - Episode One, PlayStation 3
Volgarr the Viking, PC
Deus Ex: Human Revolution - The Missing Link, Xbox 360
LEGO Star Wars III: The Clone Wars, Wii
Deathsmiles, Xbox 360
Mario & Sonic at the Olympic Winter Games, DS
Bubble Bobble Plus!, Wii
Brothers in Arms: Hell's Highway, Xbox 360
Chessmaster LIVE, Xbox 360
MVP 07 NCAA Baseball, PlayStation 2
UEFA Euro 2004: Portugal, PC
Dominions II: The Ascension Wars, PC
Spyro 2: Season of Flame, Game Boy Advance
Dave Mirra Freestyle BMX 2, Xbox
Harvest Moon: Save the Homeland, PlayStation 2
Boxing Fever, Game Boy Advance
Sega Bass Fishing 2, Dreamcast
Toy Story Racer, PlayStation
Star Wars Episode I: Jedi Power Battles, Dreamcast
Star Trek: Invasion, PlayStation
Call of Duty: Finest Hour, PlayStation 2
Assassin's Creed Syndicate, PlayStation 4
Twisted Metal, PlayStation 3
Yo-kai Watch, 3DS
WindJammers, PlayStation 4
Super Mario Party, Switch
Mario & Luigi: Paper Jam, 3DS
Divinity: Dragon Commander, PC
Penny Arcade Adventures: Episode One, Xbox 360
Sonic Generations, PlayStation 3
The Suffering: Ties That Bind, Xbox
Sushi Striker: The Way of Sushido, Switch
Donkey Konga, GameCube
Zuma's Revenge!, Xbox 360
MLB 12: The Show, PlayStation Vita
World of Tanks, Xbox One
NHL 07, PlayStation 2
The Denpa Men 2: Beyond the Waves, 3DS
Singularity, Xbox 360
Rush for Berlin, PC
Control: AWE, PlayStation 4
Masquerada: Songs and Shadows, PlayStation 4
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner, Wii
Wolfenstein: The Old Blood, PlayStation 4
Tales From Space: About a Blob, PlayStation 3
Nioh: Dragon of the North, PlayStation 4
The Club, Xbox 360
Shin Megami Tensei III: Nocturne HD Remaster, Switch
Shadow Hearts: From the New World, PlayStation 2
PixelJunk SideScroller, PlayStation 3
Fantasy Strike, Switch
Flinthook, PlayStation 4
Azure Striker Gunvolt 2, 3DS
Phoenix Wright: Ace Attorney - Justice for All, DS
Kirby Super Star Ultra, DS
Candleman: The Complete Journey, PC
MAG, PlayStation 3
Metal Slug 3, Xbox
Momodora: Reverie Under the Moonlight, PlayStation 4
The Golf Club 2, PlayStation 4
Minutes, PlayStation 4
Spec Ops: The Line, PC
SingStar Vol. 2, PlayStation 3
SuperEpic: The Entertainment War, Switch
Sundered: Eldritch Edition, Switch
Deponia Doomsday, PC
Dr. Mario Express, DS
Ever Oasis, 3DS
Final Fantasy IX, Switch
Rocketbirds: Hardboiled Chicken, PlayStation Vita
Hyper Light Drifter, Xbox One
Final Fantasy Fables: Chocobo's Dungeon, Wii
Phantasy Star Collection, Game Boy Advance
Beach Spikers: Virtua Beach Volleyball, GameCube
High Heat Major League Baseball 2002, PlayStation 2
Pac-Man 99, Switch
The Final Station, PC
EA Sports UFC 2, Xbox One
Pillars of Eternity: The White March - Part 1, PC
MVP 06 NCAA Baseball, PlayStation 2
Room to Grow, PC
The Survivalists, PlayStation 4
Bombslinger, Switch
Skylanders SuperChargers, Xbox One
Brave Story: New Traveler, PSP
ATV Offroad Fury Pro, PSP
Fallout 3: The Pitt, Xbox 360
Neo Cab, PC
Hot Shots Golf: World Invitational, PlayStation Vita
The Sims 3, Xbox 360
Broken Lines, PC
Plants vs. Zombies: Battle for Neighborville, Xbox One
Bit.Trip Runner, Wii
Ys Origin, PC
The Saboteur, PC
NHL 07, PSP
Ultimate Block Party, PSP
Cat Quest II: The Lupus Empire, PC
Heaven's Vault, PC
Kingdom Hearts: Chain of Memories, Game Boy Advance
Mighty Gunvolt Burst, Switch
R.U.S.E., PC
Burn Zombie Burn, PlayStation 3
Ghostrunner, Xbox One
Fury Unleashed, Switch
Elliot Quest, Wii U
Need for Speed: Rivals, Xbox 360
NBA Live 06, GameCube
Disney/Pixar Toy Story 3, Xbox 360
Blood Bowl 2, PC
Rhythm Thief & the Emperor's Treasure, 3DS
Subnautica: Below Zero, Switch
Pumpkin Jack, PlayStation 4
7th Dragon III Code: VFD, 3DS
The Ship, PC
EverQuest II: Kingdom of Sky, PC
Project: Snowblind, PC
LawBreakers, PlayStation 4
Kingdom Come: Deliverance, PC
Tom Clancy's Ghost Recon: Wildlands, Xbox One
Embers of Mirrim, Switch
Shadowrun Returns, PC
Your Shape: Fitness Evolved 2013, Wii U
Resident Evil 4, Xbox One
Star Fox Command, DS
Far Cry Primal, PlayStation 4
Lode Runner, Xbox 360
City Life, PC
The Evil Within 2, PlayStation 4
Section 8: Prejudice, Xbox 360
Alan Wake's American Nightmare, Xbox 360
Days Gone, PC
Close to the Sun, Xbox One
Mutant Year Zero: Road to Eden, PlayStation 4
Capcom Beat 'Em Up Bundle, Xbox One
Baldur's Gate: Dark Alliance, Game Boy Advance
Rayman 3: Hoodlum Havoc, PlayStation 2
Battle Engine Aquila, Xbox
Alien Front Online, Dreamcast
Tokyo Xtreme Racer Zero, PlayStation 2
Sega Smash Pack Volume 1, Dreamcast
Mega Man Legends 2, PlayStation
Spider-Man: Shattered Dimensions, Xbox 360
WWE Day of Reckoning 2, GameCube
Journey to the Savage Planet, Xbox One
Pikuniku, Switch
Disney DuckTales Remastered, Wii U
Surviving Mars, PC
Undertow, Xbox 360
Band Hero, PlayStation 3
Game of Thrones: Episode Two - The Lost Lords, Xbox One
Disney/Pixar Toy Story 3, Wii
Carrion, Xbox One
Streets of Rage 2, Xbox 360
Kung Fu Panda, PlayStation 3
Borderlands: Game of the Year Edition, PlayStation 4
Chariot, Wii U
"WarioWare, Inc.: Mega Party Game$!", GameCube
Resident Evil 4, PC
Beyond: Two Souls, PC
Wasteland 2: Director's Cut, Switch
One Piece: Pirate Warriors 3 - Deluxe Edition, Switch
Plants vs Zombies: Garden Warfare, Xbox One
Samurai Warriors 4, PlayStation 4
The Wolf Among Us: Episode 2 - Smoke and Mirrors, PC
SkyDrift, PlayStation 3
Golf Club: Wasteland, Switch
Panzer Paladin, PC
Field of Glory: Empires, PC
Pathologic Classic HD, PC
Hard Corps: Uprising, PlayStation 3
Heroes of the Pacific, PlayStation 2
FIFA Street, PlayStation 3
Tetris Party Deluxe, DS
The Bard's Tale, PlayStation 2
Crimson Shroud, 3DS
Serious Sam HD: The Second Encounter, PC
Back 4 Blood, Xbox Series X
New Super Lucky's Tale, PlayStation 4
Hunt: Showdown, Xbox One
Planet Alpha, Switch
Klaus, PlayStation 4
Need for Speed: Rivals, PC
Greed Corp, PC
Gigantic, PC
WWE '13, PlayStation 3
Lemmings, PSP
Tony Hawk's Project 8, PlayStation 3
Behind the Frame: The Finest Scenery, PC
Insurmountable, PC
Marvel's Spider-Man: The Heist, PlayStation 4
Bulletstorm: Full Clip Edition, PC
Heart&Slash, PlayStation 4
Q.U.B.E. Director's Cut, Xbox One
Tower of Guns, PC
Dragon Age II: Mark of the Assassin, Xbox 360
NHL Slapshot, Wii
Red Orchestra 2: Heroes of Stalingrad, PC
Victor Vran: Overkill Edition, PlayStation 4
Naruto Shippuden: Ultimate Ninja Storm 2, PlayStation 3
Ratchet & Clank Collection, PlayStation Vita
Broken Age, PC
The Flame in the Flood: Complete Edition, PlayStation 4
The Walking Dead: Michonne - Episode 3: What We Deserve, PlayStation 4
Audiosurf 2, PC
Who's That Flying?!, PC
Tom Clancy's EndWar, PlayStation 3
V-Rally 3, Xbox
Marvel vs. Capcom 2, PlayStation 2
NFL Blitz 20-02, PlayStation 2
Jade Cocoon 2, PlayStation 2
WWF SmackDown! Just Bring It, PlayStation 2
Myth III: The Wolf Age, PC
Record of Lodoss War, Dreamcast
Speed Devils Online Racing, Dreamcast
Rune (2000), PC
Age of Booty, Xbox 360
Art Style: light trax, Wii
Surviving Mars, Xbox One
JYDGE, PlayStation 4
Future Unfolding, PC
Pode, Switch
Story of Seasons, 3DS
Destroy All Humans!, Xbox
Aliens: Infestation, DS
Call of Duty: Black Ops Cold War, PlayStation 5
Evolve, PlayStation 4
Battlestations: Pacific, Xbox 360
Manhunt, PlayStation 2
Necrobarista: Final Pour, Switch
Call of Duty: Black Ops Cold War, PlayStation 4
Stirring Abyss, PC
The Swords of Ditto: Mormo's Curse, Switch
Battlestar Galactica Deadlock, PlayStation 4
Serious Sam's Bogus Detour, PC
LEGO Star Wars: The Force Awakens, Xbox One
Atelier Shallie: Alchemists of the Dusk Sea, PlayStation 3
The Lost Chronicles of Zerzura, PC
Nancy Drew: Warnings at Waverly Academy, PC
Race Driver: Create & Race, DS
Overlord, Xbox 360
Burnout Dominator, PSP
Super Monkey Ball: Banana Mania, PlayStation 5
Mega Man ZX, DS
Full Throttle Remastered, PlayStation 4
Battalion Wars, GameCube
Super Mario Strikers, GameCube
Mario Superstar Baseball, GameCube
Mortal Shell, PlayStation 4
Rad, Xbox One
Prototype 2, PC
Mass Effect: Andromeda, Xbox One
Assassin's Creed: Brotherhood - The Da Vinci Disappearance, PlayStation 3
"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees", PC
Order Up!, Wii
Mercenary Kings, PC
Din's Curse, PC
Hyrule Warriors, Wii U
Stuntman: Ignition, PlayStation 3
Wraith: The Oblivion - Afterlife, PC
ShootMania Storm, PC
Post Void, PC
Utawarerumono: Prelude to the Fallen, PlayStation 4
Feudal Alloy, PC
Aggressors: Ancient Rome, PC
Crawl, Xbox One
The Magic Circle: Gold Edition, PlayStation 4
DISTRAINT, PC
Sayonara UmiharaKawase +, PlayStation Vita
Lone Survivor: The Director's Cut, Wii U
Watch Dogs: Legion, Xbox One
Digimon Story Cyber Sleuth: Complete Edition, Switch
Payday: The Heist, PC
Snoopy vs. the Red Baron, PSP
Paper Mario: Color Splash, Wii U
Batman: Arkham Origins, PlayStation 3
Wulverblade, Switch
Furi, PC
Forgotton Anne, PC
The Wild At Heart, PC
Journey to the Savage Planet, PC
Everybody's Gone to the Rapture, PC
Phantom Brave: We Meet Again, Wii
Silent Hill 4: The Room, PlayStation 2
UEFA Euro 2004: Portugal, PlayStation 2
Midtown Madness 3, Xbox
Grand Prix Challenge, PlayStation 2
Harry Potter and the Chamber of Secrets, Game Boy Advance
Summoner 2, PlayStation 2
MX Superfly, PlayStation 2
NBA Live 2002, Xbox
LEGO Star Wars III: The Clone Wars, PlayStation 3
SingStar Amped, PlayStation 2
Artifact, PC
Firewatch, PlayStation 4
Darius Cozmic Collection: Arcade, Switch
Pro Evolution Soccer 2016, PC
Diablo III: Rise of the Necromancer, PC
Wii Sports, Wii
The Sims 2: Nightlife, PC
Konami Classics Series: Arcade Hits, DS
Ultimate Spider-Man, GameCube
Far Cry 6, PC
"Warhammer 40,000: Space Marine", Xbox 360
Destiny 2: Beyond Light, PlayStation 4
Nobunaga's Ambition: Iron Triangle, PlayStation 2
Scene It? Box Office Smash, Xbox 360
Langrisser I & II, Switch
Worms, PlayStation 3
Suikoden V, PlayStation 2
The King of Fighters 02/03, Xbox
Demigod, PC
The Sims 4: Paranormal Stuff Pack, PC
The Jackbox Party Pack 7, Switch
A Hat in Time, Switch
Amnesia Collection, Switch
RIDE 3, Xbox One
XType Plus, Wii U
Pokemon Emerald Version, Game Boy Advance
Metal Gear Solid V: Ground Zeroes, Xbox One
Tales of Hearts R, PlayStation Vita
LEGO Marvel Super Heroes 2, Switch
1000 Tiny Claws, PSP
RoboBlitz, Xbox 360
Sam & Max: The Devil's Playhouse - Episode 4: Beyond the Alley of the Dolls, PC
Maskmaker, PC
TouchMaster 2, DS
Curious Expedition 2, PC
Mary Skelter: Nightmares, PlayStation Vita
Sports Champions, PlayStation 3
Max & the Magic Marker, Wii
Tomb Raider: Underworld, Xbox 360
Jurassic World Evolution, Xbox One
American Truck Simulator, PC
Floor Kids, Switch
Wonderbook: Diggs Nightcrawler, PlayStation 3
Ghostbusters: The Video Game, Wii
Star Wars Jedi Knight: Jedi Academy, Xbox
Mortal Kombat vs. DC Universe, PlayStation 3
Jak X: Combat Racing, PlayStation 2
Shin Megami Tensei III: Nocturne HD Remaster, PlayStation 4
Dead Space 3, PlayStation 3
The Wonderful 101: Remastered, PlayStation 4
Shenmue I & II, PC
Horizon Chase Turbo, PC
.hack//G.U. Last Recode, PlayStation 4
Redout, Xbox One
Unit 4, Xbox One
Watch Dogs: Bad Blood, PlayStation 4
Madden NFL 25, PlayStation 3
Super Monday Night Combat, PC
Who's That Flying?!, PSP
Resident Evil Archives: Resident Evil, Wii
Sniper Elite, PC
Midway Arcade Treasures, PlayStation 2
Lufia: The Ruins of Lore, Game Boy Advance
BloodRayne, Xbox
MX Superfly, GameCube
Star Wars Starfighter: Special Edition, Xbox
BreakNeck (2000), PC
Tak: The Great Juju Challenge, GameCube
Scott Pilgrim vs. the World: The Game - Complete Edition, PlayStation 4
Star Ocean: Second Evolution, PSP
Victoria II, PC
Bonsai Barber, Wii
Dear Esther, PC
Stubbs the Zombie in Rebel Without a Pulse, Xbox
Alan Wake: The Signal, Xbox 360
de Blob 2, DS
The Godfather, PlayStation 2
Not A Hero: Super Snazzy Edition, Xbox One
Unravel, Xbox One
The Dream Machine, PC
MX vs. ATV Reflex, Xbox 360
TT Isle of Man: Ride On The Edge 2, Xbox One
Darksiders II: Deathinitive Edition, Xbox One
Trigger Witch, Switch
Smelter, Switch
The Mummy Demastered, PlayStation 4
Armello, PC
Poker Night 2, PC
Borderlands 2: Sir Hammerlock's Big Game Hunt, PC
Capcom Classics Collection Reloaded, PSP
Shantae and the Seven Sirens, Xbox One
Unruly Heroes, Switch
Infinite Minigolf, PlayStation 4
Tiny & Big: Grandpa's Leftovers, PC
A Total War Saga: Thrones of Britannia, PC
WWE 2K14, Xbox 360
Mary Skelter 2, Switch
Puzzle Quest: Galactrix, DS
The Escapists 2, PlayStation 4
Madden NFL 13, Wii U
Dragon Quest Monsters: Joker, DS
Borderlands: The Pre-Sequel, PC
Prey: Mooncrash, PC
Resident Evil: The Umbrella Chronicles, Wii
Black Book, PC
Star Control: Origins, PC
SteamWorld Dig: A Fistful of Dirt, Switch
Rock Band VR, PC
Edna & Harvey: Harvey's New Eyes, PC
NiGHTS into Dreams..., PlayStation 3
Yakuza, PlayStation 2
Area 51, PlayStation 2
Pure Pool, PlayStation 4
Shadow of the Tomb Raider, PlayStation 4
Outlast 2, PC
The Medium, PlayStation 5
SnowRunner, Switch
DOOM 64, PlayStation 4
Code Vein, Xbox One
Silence, Switch
Dragon Ball: Xenoverse 2, Switch
Devil May Cry 4: Special Edition, PlayStation 4
FIFA Manager 11, PC
Groovin' Blocks, Wii
Tak: The Great Juju Challenge, Xbox
NHL 2005, GameCube
Patrician III: Rise of the Hanse, PC
Space Colony, PC
Tropico 2: Pirate Cove, PC
Serious Sam, Xbox
Mat Hoffman's Pro BMX 2, Xbox
Atari Anniversary Advance, Game Boy Advance
Alone in the Dark: The New Nightmare, Dreamcast
Armored Core 2: Another Age, PlayStation 2
Top Spin 2, Xbox 360
Wolfenstein: The Old Blood, Xbox One
The Awesome Adventures of Captain Spirit, PlayStation 4
Resident Evil 7: biohazard - Banned Footage Vol. 1, PlayStation 4
Strike Vector EX, PlayStation 4
Space Run Galaxy, PC
